status,vencedor_nome,vencedor_estrategia,turnos_vencedor,cartas_puxadas,tempo_s,estrategias_jogadores,cartas_finais
Vencedor,Douglas,strategy_optimized_discard,11,2,0.00032067298889160156,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 4, 'Bia': 4, 'Douglas': 0, 'Daniel': 8, 'Jorge': 4, 'Rodrigo': 3}"
Vencedor,Daniel,strategy_offensive,9,1,0.00029206275939941406,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 4, 'Bia': 5, 'Douglas': 9, 'Daniel': 0, 'Jorge': 6, 'Rodrigo': 2}"
Vencedor,Daniel,strategy_offensive,23,11,0.0005738735198974609,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 1, 'Bia': 4, 'Douglas': 3, 'Daniel': 0, 'Jorge': 6, 'Rodrigo': 3}"
Vencedor,Bia,strategy_conservation,13,6,0.0004363059997558594,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 5, 'Bia': 0, 'Douglas': 6, 'Daniel': 5, 'Jorge': 2, 'Rodrigo': 2}"
Vencedor,Rodrigo,strategy_optimized_discard,7,0,0.0002186298370361328,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 7, 'Bia': 6, 'Douglas': 5, 'Daniel': 4, 'Jorge': 6, 'Rodrigo': 0}"
Vencedor,Douglas,strategy_optimized_discard,7,0,0.00026416778564453125,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 5, 'Bia': 4, 'Douglas': 0, 'Daniel': 6, 'Jorge': 8, 'Rodrigo': 1}"
Vencedor,Daniel,strategy_offensive,13,3,0.0003688335418701172,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 4, 'Bia': 4, 'Douglas': 2, 'Daniel': 0, 'Jorge': 4, 'Rodrigo': 3}"
Vencedor,Douglas,strategy_optimized_discard,7,0,0.0002224445343017578,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 3, 'Bia': 18, 'Douglas': 0, 'Daniel': 2, 'Jorge': 5, 'Rodrigo': 4}"
Vencedor,Rodrigo,strategy_optimized_discard,7,0,0.0002295970916748047,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 1, 'Bia': 4, 'Douglas': 6, 'Daniel': 2, 'Jorge': 13, 'Rodrigo': 0}"
Vencedor,Daniel,strategy_offensive,15,6,0.00037598609924316406,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 4, 'Bia': 7, 'Douglas': 3, 'Daniel': 0, 'Jorge': 5, 'Rodrigo': 3}"
Vencedor,Douglas,strategy_optimized_discard,17,5,0.0017294883728027344,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 2, 'Bia': 5, 'Douglas': 0, 'Daniel': 4, 'Jorge': 5, 'Rodrigo': 1}"
Vencedor,Rodrigo,strategy_optimized_discard,7,0,0.00037860870361328125,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 5, 'Bia': 4, 'Douglas': 3, 'Daniel': 2, 'Jorge': 10, 'Rodrigo': 0}"
Vencedor,Douglas,strategy_optimized_discard,7,0,0.0004096031188964844,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 6, 'Bia': 13, 'Douglas': 0, 'Daniel': 10, 'Jorge': 5, 'Rodrigo': 3}"
Vencedor,Jorge,strategy_conservation,17,9,0.0008835792541503906,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 1, 'Bia': 3, 'Douglas': 4, 'Daniel': 2, 'Jorge': 0, 'Rodrigo': 3}"
Vencedor,Júlio,strategy_offensive,7,0,0.0008845329284667969,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 0, 'Bia': 9, 'Douglas': 3, 'Daniel': 5, 'Jorge': 3, 'Rodrigo': 6}"
Vencedor,Bia,strategy_conservation,9,2,0.000568389892578125,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 7, 'Bia': 0, 'Douglas': 2, 'Daniel': 7, 'Jorge': 3, 'Rodrigo': 6}"
Vencedor,Rodrigo,strategy_optimized_discard,11,2,0.0003619194030761719,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 5, 'Bia': 2, 'Douglas': 6, 'Daniel': 10, 'Jorge': 5, 'Rodrigo': 0}"
Vencedor,Júlio,strategy_offensive,9,1,0.00029349327087402344,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 0, 'Bia': 14, 'Douglas': 3, 'Daniel': 5, 'Jorge': 5, 'Rodrigo': 4}"
Vencedor,Daniel,strategy_offensive,17,6,0.0004856586456298828,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 5, 'Bia': 5, 'Douglas': 2, 'Daniel': 0, 'Jorge': 4, 'Rodrigo': 5}"
Vencedor,Jorge,strategy_conservation,15,4,0.0004239082336425781,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 3, 'Bia': 3, 'Douglas': 5, 'Daniel': 8, 'Jorge': 0, 'Rodrigo': 2}"
Vencedor,Rodrigo,strategy_optimized_discard,9,2,0.00030350685119628906,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 2, 'Bia': 4, 'Douglas': 3, 'Daniel': 3, 'Jorge': 8, 'Rodrigo': 0}"
Vencedor,Bia,strategy_conservation,15,6,0.0004661083221435547,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 1, 'Bia': 0, 'Douglas': 5, 'Daniel': 3, 'Jorge': 4, 'Rodrigo': 4}"
Vencedor,Júlio,strategy_offensive,15,4,0.0004200935363769531,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 0, 'Bia': 3, 'Douglas': 3, 'Daniel': 2, 'Jorge': 1, 'Rodrigo': 4}"
Vencedor,Daniel,strategy_offensive,7,0,0.0007174015045166016,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 1, 'Bia': 6, 'Douglas': 4, 'Daniel': 0, 'Jorge': 11, 'Rodrigo': 3}"
Vencedor,Bia,strategy_conservation,15,7,0.0004825592041015625,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 8, 'Bia': 0, 'Douglas': 5, 'Daniel': 1, 'Jorge': 3, 'Rodrigo': 4}"
Vencedor,Júlio,strategy_offensive,7,0,0.0003056526184082031,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 0, 'Bia': 9, 'Douglas': 2, 'Daniel': 7, 'Jorge': 9, 'Rodrigo': 7}"
Vencedor,Bia,strategy_conservation,9,1,0.0003440380096435547,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 3, 'Bia': 0, 'Douglas': 2, 'Daniel': 8, 'Jorge': 4, 'Rodrigo': 3}"
Vencedor,Bia,strategy_conservation,11,4,0.0003521442413330078,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 4, 'Bia': 0, 'Douglas': 7, 'Daniel': 3, 'Jorge': 3, 'Rodrigo': 3}"
Vencedor,Douglas,strategy_optimized_discard,11,2,0.00034999847412109375,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 3, 'Bia': 9, 'Douglas': 0, 'Daniel': 6, 'Jorge': 3, 'Rodrigo': 4}"
Vencedor,Douglas,strategy_optimized_discard,7,0,0.0002467632293701172,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 3, 'Bia': 9, 'Douglas': 0, 'Daniel': 6, 'Jorge': 7, 'Rodrigo': 6}"
Vencedor,Jorge,strategy_conservation,7,0,0.0002593994140625,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 3, 'Bia': 3, 'Douglas': 9, 'Daniel': 8, 'Jorge': 0, 'Rodrigo': 5}"
Vencedor,Bia,strategy_conservation,9,2,0.0003910064697265625,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 4, 'Bia': 0, 'Douglas': 6, 'Daniel': 1, 'Jorge': 1, 'Rodrigo': 5}"
Vencedor,Bia,strategy_conservation,21,10,0.0005695819854736328,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 2, 'Bia': 0, 'Douglas': 1, 'Daniel': 3, 'Jorge': 2, 'Rodrigo': 2}"
Vencedor,Daniel,strategy_offensive,13,3,0.0007734298706054688,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 5, 'Bia': 4, 'Douglas': 4, 'Daniel': 0, 'Jorge': 2, 'Rodrigo': 4}"
Vencedor,Daniel,strategy_offensive,7,0,0.0003571510314941406,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 6, 'Bia': 4, 'Douglas': 7, 'Daniel': 0, 'Jorge': 18, 'Rodrigo': 6}"
Vencedor,Rodrigo,strategy_optimized_discard,7,0,0.00034499168395996094,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 3, 'Bia': 4, 'Douglas': 9, 'Daniel': 3, 'Jorge': 6, 'Rodrigo': 0}"
Vencedor,Bia,strategy_conservation,13,6,0.0006113052368164062,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 8, 'Bia': 0, 'Douglas': 5, 'Daniel': 3, 'Jorge': 2, 'Rodrigo': 8}"
Vencedor,Rodrigo,strategy_optimized_discard,7,0,0.00040078163146972656,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 12, 'Bia': 7, 'Douglas': 2, 'Daniel': 4, 'Jorge': 5, 'Rodrigo': 0}"
Vencedor,Rodrigo,strategy_optimized_discard,13,4,0.0005757808685302734,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 2, 'Bia': 6, 'Douglas': 2, 'Daniel': 4, 'Jorge': 7, 'Rodrigo': 0}"
Vencedor,Júlio,strategy_offensive,15,8,0.001241922378540039,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 0, 'Bia': 3, 'Douglas': 1, 'Daniel': 2, 'Jorge': 5, 'Rodrigo': 3}"
Vencedor,Rodrigo,strategy_optimized_discard,9,2,0.00043129920959472656,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 2, 'Bia': 10, 'Douglas': 1, 'Daniel': 1, 'Jorge': 3, 'Rodrigo': 0}"
Vencedor,Douglas,strategy_optimized_discard,7,0,0.0003662109375,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 3, 'Bia': 10, 'Douglas': 0, 'Daniel': 15, 'Jorge': 12, 'Rodrigo': 7}"
Vencedor,Júlio,strategy_offensive,13,3,0.0007512569427490234,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 0, 'Bia': 1, 'Douglas': 7, 'Daniel': 2, 'Jorge': 8, 'Rodrigo': 2}"
Vencedor,Rodrigo,strategy_optimized_discard,9,1,0.0003695487976074219,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 5, 'Bia': 3, 'Douglas': 5, 'Daniel': 4, 'Jorge': 8, 'Rodrigo': 0}"
Vencedor,Douglas,strategy_optimized_discard,15,5,0.0009160041809082031,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 4, 'Bia': 1, 'Douglas': 0, 'Daniel': 7, 'Jorge': 4, 'Rodrigo': 4}"
Vencedor,Jorge,strategy_conservation,13,5,0.00040650367736816406,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 1, 'Bia': 6, 'Douglas': 5, 'Daniel': 5, 'Jorge': 0, 'Rodrigo': 3}"
Vencedor,Júlio,strategy_offensive,19,7,0.0010712146759033203,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 0, 'Bia': 3, 'Douglas': 3, 'Daniel': 3, 'Jorge': 6, 'Rodrigo': 1}"
Vencedor,Bia,strategy_conservation,7,0,0.0002677440643310547,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 9, 'Bia': 0, 'Douglas': 5, 'Daniel': 3, 'Jorge': 11, 'Rodrigo': 3}"
Vencedor,Bia,strategy_conservation,7,0,0.00024271011352539062,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 2, 'Bia': 0, 'Douglas': 2, 'Daniel': 4, 'Jorge': 19, 'Rodrigo': 1}"
Vencedor,Rodrigo,strategy_optimized_discard,17,7,0.000461578369140625,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 2, 'Bia': 2, 'Douglas': 3, 'Daniel': 3, 'Jorge': 7, 'Rodrigo': 0}"
Vencedor,Douglas,strategy_optimized_discard,7,0,0.0002448558807373047,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 4, 'Bia': 14, 'Douglas': 0, 'Daniel': 7, 'Jorge': 6, 'Rodrigo': 2}"
Vencedor,Rodrigo,strategy_optimized_discard,15,4,0.0004010200500488281,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 1, 'Bia': 6, 'Douglas': 4, 'Daniel': 5, 'Jorge': 6, 'Rodrigo': 0}"
Vencedor,Douglas,strategy_optimized_discard,11,4,0.0002880096435546875,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 4, 'Bia': 5, 'Douglas': 0, 'Daniel': 1, 'Jorge': 9, 'Rodrigo': 3}"
Vencedor,Rodrigo,strategy_optimized_discard,21,8,0.0005807876586914062,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 3, 'Bia': 2, 'Douglas': 6, 'Daniel': 3, 'Jorge': 1, 'Rodrigo': 0}"
Vencedor,Rodrigo,strategy_optimized_discard,11,2,0.0003211498260498047,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 1, 'Bia': 9, 'Douglas': 6, 'Daniel': 8, 'Jorge': 6, 'Rodrigo': 0}"
Vencedor,Bia,strategy_conservation,11,4,0.00032019615173339844,"{'Júlio': 'strategy_offensive', 'Bia': 'strategy_conservation', 'Douglas': 'strategy_optimized_discard', 'Daniel': 'strategy_offensive', 'Jorge': 'strategy_conservation', 'Rodrigo': 'strategy_optimized_discard'}","{'Júlio': 2, 'Bia': 0, 'Douglas': 5, 'Daniel': 2, 'Jorge': 6, 'Rodrigo': 2}"
